Entité financière programme;Nomenclature;Nature AP/EPCP;Type mouvement;Section;Code chapitre;Libellé chapitre;Code article;Libellé article;Code fonction;Libellé fonction;Mt Voté BP
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6068;Autres matières et fournitures;022;Administration générale de l'Etat;95356
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;611;Contrats de prestations de services;321;Bibliothèques et médiathèques;139420
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6068;Autres matières et fournitures;026;Cimetières et pompes funèbres;8000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6068;Autres matières et fournitures;213;Classes regroupées;158000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6067;Fournitures scolaires;213;Classes regroupées;1795500
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60636;Vêtements de travail;112;Police municipale;225000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6068;Autres matières et fournitures;322;Musées;93304
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6064;Fournitures administratives;322;Musées;1700
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;511;Dispensaires et autrs établissements sanitaires;1229
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;510;Services communs;20508
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;212;Ecoles primaires;114593
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;33;Action culturelle;12302
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;20;Services communs;31891
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;524;Autres services;9414
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6188;Autres frais divers;414;Autres équipements sportifs ou de loisir;5000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6188;Autres frais divers;824;Autres opérations d'aménagement urbain;178000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6182;Documentation générale et technique;64;Crèches et garderies;8201
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6184;Versement à des organismes de formation;20;Services communs;160000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6185;Frais de colloques et de séminaires;33;Action culturelle;40000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6188;Autres frais divers;411;Salles de sports, gymnases;8000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6188;Autres frais divers;423;Colonies de vacances;163600
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6188;Autres frais divers;811;Eau et assainissement;315676
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6188;Autres frais divers;112;Police municipale;72140
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6188;Autres frais divers;323;Archives;25000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;255;Classes de découverte et autres services annexes de l'enseignement;742326
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;026;Cimetières et pompes funèbres;1835185
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;33;Action culturelle;606395
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;20;Services communs;3183865
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;30;Services communs;754743
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;524;Autres services;681529
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;323;Archives;712731
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64118;Autres indemnités;322;Musées;2067130
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64118;Autres indemnités;40;Services communs;3008508
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64118;Autres indemnités;510;Services communs;444125
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64118;Autres indemnités;523;Actions en faveur des personnes en difficulté;12414
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64118;Autres indemnités;63;Aides à la famille;72968
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;021;Assemblée locale;26261
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;026;Cimetières et pompes funèbres;7219
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;110;Services communs;70536
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;311;Expression musicale, lyrique et chorégraphique;1045385
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;322;Musées;2440550
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;421;Centres de loisirs;862457
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;63;Aides à la famille;35593
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;64;Crèches et garderies;11763353
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;70;Services communs;86024
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;820;Services communs;345278
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64162;Emplois d'avenir;024;Fêtes et cérémonies;17403
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64162;Emplois d'avenir;212;Ecoles primaires;100167
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64162;Emplois d'avenir;510;Services communs;11602
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64162;Emplois d'avenir;520;Services communs;23205
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64162;Emplois d'avenir;524;Autres services;11602
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64168;Autres emplois d'insertion;020;Administration générale de la collectivité;1388
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;64168;Autres emplois d'insertion;251;Hébergement et restauration scolaire;8502
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6417;Rémunération des apprentis;824;Autres opérations d'aménagement urbain;30982
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6451;Cotisations à l' U.R.S.S.A.F.;023;Information, communication, publicité;599908
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6451;Cotisations à l' U.R.S.S.A.F.;251;Hébergement et restauration scolaire;362038
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6451;Cotisations à l' U.R.S.S.A.F.;30;Services communs;249392
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6451;Cotisations à l' U.R.S.S.A.F.;321;Bibliothèques et médiathèques;1781211
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6451;Cotisations à l' U.R.S.S.A.F.;322;Musées;1783808
Pompes Funèbres;M4;Recette;Réel;Fonctionnement;70;Ventes de produits fabriqués, prestations de services, marchandises;707;Ventes de marchandises;707;Ventes de marchandises;1377000
Pompes Funèbres;M4;Recette;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;28183;Amortissements des immobilisations corporelles - Matériel de bureau et matériel informatique;28183;Amortissements des immobilisations corporelles - Matériel de bureau et matériel informatique;1759
Crématorium;M4;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6064;Achats non stockés de matière et fournitures - Fournitures administratives;6064;Achats non stockés de matière et fournitures - Fournitures administratives;1000
Crématorium;M4;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6068;Achats non stockés de matière et fournitures - Autres matières et fournitures;6068;Achats non stockés de matière et fournitures - Autres matières et fournitures;1000
Crématorium;M4;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6168;Primes d'assurances - Autres;6168;Primes d'assurances - Autres;1000
Crématorium;M4;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6415;Rémunérations du personnel - Supplément familial;6415;Rémunérations du personnel - Supplément familial;5500
