Entité financière programme;Nature AP/EPCP;Type mouvement;Section;Nomenclature comptable;Code chapitre;Libellé chapitre;Code article;Libellé article;Code présentation croisée;Libellé présentation croisée;Chapitre par nature;Libellé par nature;Mt CP Voté BP;Mt CP ICNE BP
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;831;Aménagement des eaux;012;Ch.de pers., frais ass.;4582;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6331;Versement de transport;423;Colonies de vacances;012;Ch.de pers., frais ass.;2322;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;321;Bibliothèques et médiathèques;012;Ch.de pers., frais ass.;93544;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;421;Centres de loisirs;012;Ch.de pers., frais ass.;25649;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;60623;Alimentation;40;Services communs;011;Ch. à caract. gén.;9600;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;023;Information, communication, publicité;012;Ch.de pers., frais ass.;32855;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;251;Hébergement et restauration scolaire;012;Ch.de pers., frais ass.;23617;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;520;Services communs;012;Ch.de pers., frais ass.;23076;0
Budget principal VT;Recette;Réel;Fonctionnement;M14V;74;Dotations, subventions et participations;74127;Dotation nationale de péréquation;01;Opération non ventilable;74;Dotations, subv.;4020363;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;627;Services bancaires et assimilés;020;Administration générale de la collectivité;011;Ch. à caract. gén.;8160;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6417;Rémunération des apprentis;211;Ecoles maternelles;012;Ch.de pers., frais ass.;41720;0
Budget principal VT;Recette;Réel;Fonctionnement;M14V;77;Produits exceptionnels;7788;Produits exceptionnels divers;251;Hébergement et restauration scolaire;77;Prod. exceptionnels;10000;0
Budget principal VT;Recette;Réel;Fonctionnement;M14V;77;Produits exceptionnels;7711;Dédits et pénalités perçus;213;Classes regroupées;77;Prod. exceptionnels;1000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;60632;Fournitures de petit équipement;413;Piscines;011;Ch. à caract. gén.;37200;0
Pompes Funèbres;Dépense;Réel;Fonctionnement;M4x;011;Charges à caractère général;6152;Entretien et réparations - sur biens immobiliers;6152;Entretien et réparations - sur biens immobiliers;011;;1500;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6188;Autres frais divers;64;Crèches et garderies;011;Ch. à caract. gén.;56626;0
Théâtre Orchestre du Capitole;Dépense;Réel;Fonctionnement;M14;012;Charges de personnel et frais assimilés;6331;Versement de transport;313;Théâtres;012;Ch.de pers., frais ass.;295000;0
Théâtre Orchestre du Capitole;Dépense;Réel;Fonctionnement;M14;012;Charges de personnel et frais assimilés;6458;Cotisations aux autres organismes sociaux;313;Théâtres;012;Ch.de pers., frais ass.;936166;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6458;Cotisations aux autres organismes sociaux;313;Théâtres;012;Ch.de pers., frais ass.;5060;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6135;Locations mobilières;814;Eclairage public;011;Ch. à caract. gén.;40000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;321;Bibliothèques et médiathèques;012;Ch.de pers., frais ass.;741471;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2184;Mobilier;311;Expression musicale, lyrique et chorégraphique;21;Immob. corporelles;3400;0
Budget principal VT;Recette;Réel;Fonctionnement;M14V;70;Produits des services, du domaine et ventes diverses;70688;Autres prestations de service;61;Services en faveur des personnes agées;70;Prod. des services;272000;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2158;Autres installations, matériel et outillage technique;814;Eclairage public;21;Immob. corporelles;5000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6226;Honoraires;112;Police municipale;011;Ch. à caract. gén.;39000;0
Budget principal VT;Recette;Réel;Investissement;M14V;16;Emprunts et dettes assimilées;1641;Emprunts en euros;01;Opération non ventilable;16;Empr. et dettes ass.;86653677;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64118;Autres indemnités;64;Crèches et garderies;012;Ch.de pers., frais ass.;2703685;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;511;Dispensaires et autrs établissements sanitaires;012;Ch.de pers., frais ass.;195737;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;01;Opérations non ventilables;012;Ch.de pers., frais ass.;11758;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2181;Installations générales, agencements et aménagements divers;020;Administration générale de la collectivité;21;Immob. corporelles;25000;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2188;Autres immobilisations corporelles;251;Hébergement et restauration scolaire;21;Immob. corporelles;256000;0
Budget principal VT;Recette;Réel;Investissement;M14V;13;Subventions d'investissement (reçues);1321;Subventions d'équipement non transférables - Etat et établissements nationaux;64;Crèches et garderies;13;Subventions;0;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6453;Cotisations aux caisses de retraites;30;Services communs;012;Ch.de pers., frais ass.;257742;0
Budget principal VT;Dépense;Réel;Investissement;M14V;23;Immobilisations en cours;2313;Constructions en cours;212;Ecoles primaires;23;Travaux en cours;0;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;322;Musées;012;Ch.de pers., frais ass.;7650868;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64118;Autres indemnités;251;Hébergement et restauration scolaire;012;Ch.de pers., frais ass.;613117;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6453;Cotisations aux caisses de retraites;422;Autres activités pour les jeunes;012;Ch.de pers., frais ass.;2250707;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6417;Rémunération des apprentis;20;Services communs;012;Ch.de pers., frais ass.;3900;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6354;Droits d'enregistrement et de timbre;020;Administration générale de la collectivité;011;Ch. à caract. gén.;450;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2135;Installations générales, agencements, aménagements des constructions;95;Aides au tourisme;21;Immob. corporelles;0;0
Pompes Funèbres;Dépense;Réel;Fonctionnement;M4x;66;Charges financières;668;Autres charges financières;668;Autres charges financières;66;;100;0
Théâtre Orchestre du Capitole;Recette;Réel;Fonctionnement;M14;70;Produits des services, du domaine et ventes diverses;7078;Vente de marchandises;313;Théâtres;70;Prod. des services;25000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6238;Divers;023;Information, communication, publicité;011;Ch. à caract. gén.;1551145;0
Théâtre Orchestre du Capitole;Dépense;Réel;Fonctionnement;M14;011;Charges à caractère général;6226;Honoraires;313;Théâtres;011;Ch. à caract. gén.;56500;0
Théâtre Orchestre du Capitole;Dépense;Réel;Fonctionnement;M14;011;Charges à caractère général;6241;Transports de biens;313;Théâtres;011;Ch. à caract. gén.;12400;0
Budget principal VT;Recette;Ordre;Investissement;M14V;040;Opérations d'ordre de transfert entre sections;28041512;Amortissement des subventions d'équipement versées aux groupements GFP - Bâtiments et installations (O);01;Opération non ventilable;28;Amort. des immobilisations;16603;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;637;Autres impôts, taxes et versements assimilés (autres organismes);322;Musées;011;Ch. à caract. gén.;800;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6068;Autres matières et fournitures;020;Administration générale de la collectivité;011;Ch. à caract. gén.;2007331;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6331;Versement de transport;20;Services communs;012;Ch.de pers., frais ass.;71374;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;627;Services bancaires et assimilés;322;Musées;011;Ch. à caract. gén.;200;0
Budget principal VT;Recette;Réel;Fonctionnement;M14V;74;Dotations, subventions et participations;74718;Autres participations de l'Etat;831;Aménagement des eaux;74;Dotations, subv.;5000;0
Budget principal VT;Recette;Ordre;Investissement;M14V;040;Opérations d'ordre de transfert entre sections;281578;Amortissements d'autre matériel et outillage de voirie;01;Opération non ventilable;28;Amort. des immobilisations;210659;0
Budget principal VT;Recette;Réel;Fonctionnement;M14V;74;Dotations, subventions et participations;74718;Autres participations de l'Etat;322;Musées;74;Dotations, subv.;50303;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2128;Autres agencements et aménagements;95;Aides au tourisme;21;Immob. corporelles;110000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6236;Catalogues et imprimés;311;Expression musicale, lyrique et chorégraphique;011;Ch. à caract. gén.;1000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6251;Voyages et déplacements;311;Expression musicale, lyrique et chorégraphique;011;Ch. à caract. gén.;63000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;60611;Eau et assainissement;020;Administration générale de la collectivité;011;Ch. à caract. gén.;5500000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;627;Services bancaires et assimilés;311;Expression musicale, lyrique et chorégraphique;011;Ch. à caract. gén.;100;0
Budget principal VT;Dépense;Ordre;Investissement;M14V;040;Opérations d'ordre de transfert entre sections;21318;Autres bâtiments publics (O);01;Opération non ventilable;21;Immob. corporelles;1000000;0
Budget principal VT;Recette;Ordre;Investissement;M14V;041;Opérations patrimoniales;2135;Installations générales, agencements, aménagements des constructions (O);01;Opération non ventilable;21;Immob. corporelles;39082;0
Budget principal VT;Recette;Réel;Investissement;M14V;13;Subventions d'investissement (reçues);1328;Subventions d'équipement non transférables - Autres;814;Eclairage public;13;Subventions;30000;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2161;Oeuvres et objets d'art;311;Expression musicale, lyrique et chorégraphique;21;Immob. corporelles;1500;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;611;Contrats de prestations de services;61;Services en faveur des personnes agées;011;Ch. à caract. gén.;252000;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2135;Installations générales, agencements, aménagements des constructions;61;Services en faveur des personnes agées;21;Immob. corporelles;400000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;65;Autres charges de gestion courante;6574;Subventions de fonctionnement aux associations et autres personnes droit privé;114;Autres services de protection civile;65;Autres ch d'activité;500;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6156;Maintenance;510;Services communs;011;Ch. à caract. gén.;21000;0
Budget principal VT;Recette;Réel;Fonctionnement;M14V;70;Produits des services, du domaine et ventes diverses;70631;Redevances et droits des services à caractère sportif;413;Piscines;70;Prod. des services;1386000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;60622;Carburants;423;Colonies de vacances;011;Ch. à caract. gén.;21150;0
